NAME,DESCRIPTION,CHECK DATE,AMOUNT
"CITY OF IRVING, TEXAS",Utilities-Water,05/07/2019,$30.03
CITY OF LANCASTER,Utilities-Water,05/14/2019,"$3,416.24"
CITY OF MESQUITE HEALTH OFFICE,Miscellaneous Fees,05/30/2019,$200.00
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$51.97
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$454.25
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$212.74
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,"$1,379.47"
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,"$2,958.47"
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$14.44
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$145.53
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$703.96
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$148.12
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$110.63
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$877.91
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$855.98
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$66.78
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$362.63
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$77.81
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,"$1,089.11"
CITY OF MESQUITE UTILITIES,Utilities-Water,05/02/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,"$1,433.44"
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$75.32
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$123.32
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$66.78
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$934.44
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,"$1,030.27"
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$145.53
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$370.65
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$316.25
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$386.57
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$14.44
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$33.39
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,"$2,239.17"
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,"$1,139.22"
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$252.55
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$450.27
CITY OF MESQUITE UTILITIES,Utilities-Water,05/30/2019,$59.50
CLAY COOLEY CHEVROLET DALLAS,Repairs-Vehicles,05/16/2019,$63.84
CLAY COOLEY CHEVROLET DALLAS,Repairs-Vehicles,05/16/2019,$61.20
CLEAR CHANNEL OUTDOOR,Advertising,05/21/2019,"$1,250.00"
CLEAR CHANNEL OUTDOOR,Advertising,05/21/2019,"$4,300.00"
CMCGLOBAL,Seminar/Registration Fees,05/21/2019,$295.00
CNCL FOR OPPORTUNITY IN EDUCAT,Prepaid Expenditures,05/14/2019,$910.00
CNCL FOR OPPORTUNITY IN EDUCAT,Seminar/Registration Fees,05/14/2019,$400.00
CNCL FOR OPPORTUNITY IN EDUCAT,Seminar/Registration Fees,05/14/2019,$400.00
CNCL FOR OPPORTUNITY IN EDUCAT,Seminar/Registration Fees,05/14/2019,$400.00
CNCL FOR OPPORTUNITY IN EDUCAT,Prepaid Expenditures,05/21/2019,"$4,150.00"
COAEMSP,Prepaid Expenditures,05/14/2019,"$1,700.00"
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/02/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/02/2019,$96.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/07/2019,$144.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/07/2019,$515.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/07/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/07/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/07/2019,$288.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/07/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/07/2019,$66.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/07/2019,$817.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/09/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Departmental Supplies,05/14/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/14/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/14/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/14/2019,$96.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/14/2019,$96.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/16/2019,$144.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/16/2019,$114.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/16/2019,$200.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/16/2019,$50.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/16/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/16/2019,$68.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/16/2019,$96.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/16/2019,$346.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/16/2019,$192.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/21/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Non-Inv Furniture,05/21/2019,$192.00
COCKRELL PRINTING CO DBA COCKR,Non-Inv Furniture,05/21/2019,$96.00
COCKRELL PRINTING CO DBA COCKR,Non-Inv Furniture,05/21/2019,$50.00
COCKRELL PRINTING CO DBA COCKR,Non-Inv Furniture,05/21/2019,$250.00
COCKRELL PRINTING CO DBA COCKR,Non-Inv Furniture,05/21/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Non-Inv Furniture,05/21/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Non-Inv Furniture,05/21/2019,$744.00
COCKRELL PRINTING CO DBA COCKR,Non-Inv Furniture,05/21/2019,$198.00
COCKRELL PRINTING CO DBA COCKR,Non-Inv Furniture,05/21/2019,$96.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$162.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$114.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$825.62
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$50.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$144.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$240.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/23/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/30/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/30/2019,$144.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/30/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/30/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/30/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/30/2019,$448.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/30/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Printing-Other,05/30/2019,$336.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/30/2019,$48.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/30/2019,$40.00
COCKRELL PRINTING CO DBA COCKR,Office Supplies,05/30/2019,$40.00
COGENT COMMUNICATIONS INC,Telephone-Local Service,05/23/2019,"$1,050.00"
COGENT COMMUNICATIONS INC,Telephone-Local Service,05/23/2019,"$5,000.00"
COLBY L. CALHOUN,Guest Lecturer/Performer,05/02/2019,$800.00
COLLEGENET INC,Miscellaneous Fees,05/07/2019,$216.00
COLLEGENET INC,Miscellaneous Fees,05/07/2019,$136.00
COLLIN CNTY COMMUNITY COLLEGE,Seminar/Registration Fees,05/02/2019,$80.00
COLLIN CNTY COMMUNITY COLLEGE,Seminar/Registration Fees,05/21/2019,$175.00
COLLIN CNTY COMMUNITY COLLEGE,Seminar/Registration Fees,05/21/2019,$135.00
COLLIN COUNTY COURT CAFE,Refreshments,05/02/2019,$388.00
COLLIN COUNTY COURT CAFE,Refreshments,05/07/2019,$297.00
COLLIN COUNTY COURT CAFE,Refreshments,05/14/2019,$349.00
COLLIN COUNTY COURT CAFE,Refreshments,05/14/2019,$388.00
"COLLINS REALTIME REPORTING, P.",Other Contracted Svces/Labor,05/14/2019,"$9,310.00"
"COLLINS REALTIME REPORTING, P.",Other Contracted Svces/Labor,05/14/2019,"$4,536.25"
"COLLINS REALTIME REPORTING, P.",Other Contracted Svces/Labor,05/23/2019,"$8,671.25"
COLORADO STATE UNIVERSITY,Clubs,05/23/2019,$200.00
COLORDYNAMICS INC,Printing-Brochures,05/16/2019,$755.00
COLORDYNAMICS INC,Printing-Brochures,05/30/2019,"$5,008.00"
COLSTON CONSTRUCTION INC,Repairs-Buildings,05/14/2019,"$46,356.79"
COMMUNITY COLLEGE BUSINESS OFF,Memberships,05/14/2019,$750.00
COMMUNITY COLLEGE OF BALTIMORE,Seminar/Registration Fees,05/14/2019,$500.00
COMMUNITY COUNCIL OF GREATER D,Promotional Activities,05/14/2019,"$5,000.00"
COMPANSOL,"Copyrights, Royalties & Licens",05/07/2019,"$1,118.95"
COMPANSOL,Cloud Based Services,05/23/2019,"$1,590.00"
COMPLETE BOOK AND MEDIA SUPPLY,"Books, Booklets & Tapes",05/30/2019,$259.50
COMPTROLLER OF PUBLIC ACCOUNTS,Accounts Payable-TX Sales Tax,05/17/2019,"$1,505.25"
COMPUTEX INC DBA SYNETRA,Classroom Supplies,05/02/2019,"$1,317.72"
COMPUTEX INC DBA SYNETRA,Departmental Supplies,05/07/2019,$106.58
COMPUTEX INC DBA SYNETRA,Office Supplies,05/14/2019,$257.81
COMPUTEX INC DBA SYNETRA,Minor Equipment,05/16/2019,"$14,490.00"
CONCORD MISSIONARY BAPTIST CHU,Other Contracted Svces/Labor,05/21/2019,$800.00
CONSTRUCTION EDUCATION FOUNDAT,Instructional Service Contracts,05/14/2019,"$11,337.76"
CONSTRUCTION EDUCATION FOUNDAT,Instructional Service Contracts,05/14/2019,"$3,360.00"
CONSTRUCTION EDUCATION FOUNDAT,Instructional Service Contracts,05/14/2019,"$1,680.00"
CONSTRUCTION EDUCATION FOUNDAT,Instructional Service Contracts,05/14/2019,"$1,680.00"
CONSTRUCTION EDUCATION FOUNDAT,Instructional Service Contracts,05/14/2019,"$1,680.00"
CONTINENTAL PARTITION SYSTEMS,Service Contracts,05/21/2019,$750.00
CONTROL CONCEPTS INC,Repairs-Physical Plant Equipment,05/21/2019,$208.50
COOPER ISD,Instructional Service Contracts,05/21/2019,"$4,000.00"
COOPER SUBS LLC,Refreshments,05/02/2019,$626.45
COPPELL CHAMBER OF COMMERCE,Miscellaneous,05/14/2019,"$2,100.00"
CORAL CAY RENTAL ASSOCIATION I,Clearing,05/30/2019,"$3,600.50"
"CORE LABORATORY SUPPLIES, INC",Classroom Supplies,05/30/2019,$825.22
CORGAN ASSOCIATES,Consultant,05/23/2019,"$2,950.00"
CORNER BAKERY CAFE,Clubs,05/21/2019,$46.55
COUNCIL FOR HIGHER EDUCATION A,Memberships,05/02/2019,"$2,080.00"
CRC INC OF TEXAS,Classroom Supplies,05/07/2019,$4.73
CRC INC OF TEXAS,Classroom Supplies,05/07/2019,$14.10
CRC INC OF TEXAS,Classroom Supplies,05/07/2019,$399.26
CRC INC OF TEXAS,Classroom Supplies,05/07/2019,$154.60
CRITICAL MENTION INC,"Copyrights, Royalties & Licens",05/07/2019,$700.00
CRUCITA M. TREADWELL,Classroom Supplies,05/14/2019,$9.82
CSRS INC,Construction Management,05/14/2019,"$27,020.00"
CSRS INC,Construction Management,05/14/2019,"$47,757.50"
CUPA-HR,Memberships,05/14/2019,$885.00
CUSTOMER CARE - WILEY,"Books, Booklets & Tapes",05/21/2019,"$1,620.82"
D&A BUILDING SERVICES INC,Service Contracts,05/02/2019,$625.00
D&A BUILDING SERVICES INC,Other Contracted Svces/Labor,05/21/2019,$295.00
D&A BUILDING SERVICES INC,Other Contracted Svces/Labor,05/23/2019,"$5,800.00"
DAHLSTROM & COMPANY,"Books, Booklets & Tapes",05/30/2019,"$2,490.00"
"DAILY COMMERCIAL RECORD, INC",Advertising,05/07/2019,$68.20
"DAILY COMMERCIAL RECORD, INC",Advertising,05/07/2019,$99.20
"DAILY COMMERCIAL RECORD, INC",Advertising,05/16/2019,$83.60
"DAILY COMMERCIAL RECORD, INC",Advertising,05/16/2019,$92.40
"DAILY COMMERCIAL RECORD, INC",Advertising,05/21/2019,$156.20
DALLAS BUSINESS JOURNAL,Periodicals & Newspapers,05/02/2019,$70.00
DALLAS BUSINESS JOURNAL,Periodicals & Newspapers,05/07/2019,$120.00
DALLAS BUSINESS JOURNAL,Periodicals & Newspapers,05/30/2019,$65.00
DALLAS BUSINESS JOURNAL,Periodicals & Newspapers,05/30/2019,$70.00
DALLAS CENTRAL APPRAISAL DISTR,Tax Appraisal Fee,05/16/2019,"$311,028.00"
DALLAS COUNTY,Vehicle Operating Expense,05/02/2019,$8.25
DALLAS COUNTY,Vehicle Operating Expense,05/14/2019,$8.25
DALLAS COUNTY,Vehicle Operating Expense,05/21/2019,$22.00
DALLAS COUNTY,Repairs-Vehicles,05/21/2019,$16.75
DALLAS COUNTY,Vehicle Operating Expense,05/21/2019,$8.25
DALLAS COUNTY,Vehicle Operating Expense,05/30/2019,$8.25
DALLAS COUNTY,Vehicle Operating Expense,05/30/2019,$8.25
DALLAS COUNTY,Vehicle Operating Expense,05/30/2019,$8.25
DALLAS DOOR & SUPPLY CO,Maintenance Supplies,05/07/2019,$600.00
DALLAS DOOR & SUPPLY CO,Maintenance Supplies,05/07/2019,$220.00
DALLAS DOOR & SUPPLY CO,Maintenance Supplies,05/07/2019,$680.00
DALLAS DOOR & SUPPLY CO,Maintenance Supplies,05/07/2019,$900.00
DALLAS FIRE DEPARTMENT,Clearing,05/02/2019,$250.00
DALLAS FIRE DEPARTMENT,Clearing,05/07/2019,"$1,150.00"
DALLAS FIRE DEPARTMENT,Clearing,05/07/2019,$50.00
DALLAS FIRE DEPARTMENT,Clearing,05/21/2019,$150.00
DALLAS INDEPENDENT SCHOOL DIST,Rental/Lease-Other,05/02/2019,"$3,492.50"
DALLAS INDEPENDENT SCHOOL DIST,Rental/Lease-Building,05/07/2019,"$2,879.00"
DALLAS MAIN LP,Rental/Lease-Building,05/14/2019,"$5,896.44"
DALLAS MAIN LP,Rental/Lease-Building,05/30/2019,"$6,377.67"
DALLAS OBSERVER LP,Advertising,05/30/2019,"$4,150.00"
DALLAS PRIDE,Promotional Activities,05/23/2019,$512.50
DALLAS REGIONAL CHAMBER,Promotional Activities,05/02/2019,"$10,000.00"
DANIELA A. SEVILLA,Other Contracted Svces/Labor,05/21/2019,$200.00
DANNY PEARCE,Athletic Officials,05/30/2019,$140.00
DANTE'S ITALIAN EATERY,Clubs,05/14/2019,$376.95
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/02/2019,$26.25
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/14/2019,$35.00
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/14/2019,$227.50
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/21/2019,$507.50
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/23/2019,$26.25
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/23/2019,$26.25
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/23/2019,$420.00
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/23/2019,$840.00
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/30/2019,$446.25
DATA SHREDDING SERVICES OF TEX,Other Contracted Svces/Labor,05/30/2019,$122.50
DAVID REINA DESIGNS INC,Equip.-Instructional,05/14/2019,"$12,200.00"
DCC INC,Fertilizers & Chemicals,05/09/2019,$665.60
DCC INC,Maintenance Supplies,05/14/2019,$332.19
DCC INC,Water Treatment Chemicals,05/16/2019,$742.63
DCC INC,Fertilizers & Chemicals,05/21/2019,$588.64
DCC INC,Water Treatment Chemicals,05/30/2019,$672.58
DCC INC,Water Treatment Chemicals,05/30/2019,$378.00
DCCCD FOUNDATION INC,Cloud Based Services,05/02/2019,$180.00
DCCCD FOUNDATION INC,Clearing,05/21/2019,$658.10
DCMM RENTAL ONE LTD DBA,Rental/Lease-Other,05/07/2019,$168.00
DCMM RENTAL ONE LTD DBA,Rental/Lease-Other,05/30/2019,$168.00
DCMM RENTAL ONE LTD DBA,Rental/Lease-Other,05/30/2019,$499.50
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/02/2019,$206.25
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/02/2019,$206.25
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/02/2019,$137.50
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/02/2019,$206.25
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/02/2019,$137.50
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/02/2019,$206.25
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/07/2019,"$12,580.00"
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/07/2019,$206.25
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/14/2019,$206.25
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/14/2019,$206.25
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/14/2019,"$1,195.00"
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/14/2019,"$1,196.25"
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/16/2019,"$2,467.50"
DEAF ACTION CENTER,Other Contracted Svces/Labor,05/16/2019,"$1,620.00"
DEALERS ELECTRICAL SUPPLY CO,Light Bulbs & Tubes,05/21/2019,$140.00
DECKER MECHANICAL,Construction,05/09/2019,"$744,962.08"
DECKER MECHANICAL,Repairs-Buildings,05/16/2019,"$4,731.00"
DECKER MECHANICAL,Repairs-Buildings,05/21/2019,"$6,749.00"
DECKER MECHANICAL,Repairs-Buildings,05/30/2019,"$21,973.50"
DELL MARKETING LP,Minor Equipment,05/14/2019,"$4,090.91"
DELL MARKETING LP,Minor Equipment,05/14/2019,"$24,995.00"
DELL MARKETING LP,Minor Equipment,05/16/2019,"$5,608.16"
DELL MARKETING LP,Non-Inv Computer Equipment,05/23/2019,"$2,724.51"
DELL MARKETING LP,Non-Inv Computer Equipment,05/23/2019,$297.99
DELL MARKETING LP,Non-Inv Computer Equipment,05/23/2019,$628.62
DELL MARKETING LP,Non-Inv Computer Peripherals,05/30/2019,"$5,565.00"
DELUXE BUSINESS CHECKS AND SOL,Forms,05/07/2019,$81.07
DEMCO INC,LRC Supplies,05/23/2019,$53.43
DEMERY COX,Official Functions,05/30/2019,"$3,000.00"
"DEMIRHAN, EMIRHAN",Athletic Officials,05/07/2019,$100.00
DENISE HOHULIN,Non-Inv Furniture,05/30/2019,$200.00
DENTON PUBLIC SCHOOL FOUNDATIO,Scholarships,05/02/2019,$500.00
DENTSPLY NORTH AMERICA LLC,Classroom Supplies,05/21/2019,"$2,280.00"
DEPARTMENT OF STATE HEALTH SER,Memberships,05/02/2019,$32.00
DEPARTMENT OF STATE HEALTH SER,Miscellaneous Fees,05/14/2019,$32.00
DEPARTMENT OF STATE HEALTH SER,Memberships,05/21/2019,$32.00
DEPENDABLE HORSESHOEING,Vet. Tech Supplies-Farm Animals,05/16/2019,$120.00
DESHEA DESIGNS INC,Other Contracted Svces/Labor,05/09/2019,"$1,500.00"
DESOTO MAC HAIK FORD LTD,Repairs-Vehicles,05/14/2019,$25.50
DESTINY LEARNING CENTER,Other Contracted Svces/Labor,05/21/2019,$560.00
DETECTOR SERVICE CENTER INC,Other Contracted Svces/Labor,05/09/2019,$30.00
DFW ADVENTURE PARK INC,Clearing,05/02/2019,"$1,445.00"
DFW ADVENTURE PARK INC,Clearing,05/02/2019,"$2,210.00"
DFW ADVENTURE PARK INC,Clearing,05/02/2019,"$1,700.00"
DFW ADVENTURE PARK INC,Clearing,05/02/2019,"$2,125.00"
DFW AIR CONDITIONING AND HEATI,Repairs-Buildings,05/16/2019,"$22,854.45"
DFW CONSULTING GROUP,Architects & Engineers,05/30/2019,"$2,811.27"
DFW INTL AIRPORT BOARD,Other Contracted Svces/Labor,05/02/2019,$329.70
DFW INTL AIRPORT BOARD,Other Contracted Svces/Labor,05/02/2019,$642.82
DFW INTL AIRPORT BOARD,Other Contracted Svces/Labor,05/02/2019,$329.70
DFW INTL AIRPORT BOARD,Rental/Lease-Building,05/21/2019,"$3,043.67"
DFW MINORITY SUPPLIER DVLPMT C,Promotional Activities,05/02/2019,"$8,600.00"
DH PACE DOOR SERVICES,Repairs-Other,05/14/2019,$621.70
DIMENSIONS ARCHITECTS,Other Contracted Svces/Labor,05/30/2019,"$10,000.00"
DIRECTV,Miscellaneous Fees,05/02/2019,$90.48
DIRECTV,LRC Supplies,05/07/2019,$241.37
DIRECTV,Telephone-Local Service,05/14/2019,$81.99
DIRECTV,Miscellaneous Fees,05/21/2019,$90.48
DIRECTV,LRC Supplies,05/21/2019,$100.97
DISASTER RESPONSE SOLUTIONS IN,Departmental Supplies,05/09/2019,$189.60
DISH NETWORK,Other Contracted Svces/Labor,05/16/2019,$117.58
DISPLAYS2GO,Departmental Supplies,05/16/2019,$152.82
DIVERGENCE ACADEMY,Instructional Service Contracts,05/07/2019,"$8,825.00"
DIVERGENCE ACADEMY,Instructional Service Contracts,05/21/2019,"$8,600.00"
DLS CO UTILITY & RECLAMATION D,Utilities-Water,05/16/2019,$113.25
DNP-PNJ CONSULTANTS LLC,Instructional Service Contracts,05/07/2019,"$2,240.00"
"DOBBS, CHARLES GLENN",Athletic Officials,05/07/2019,$140.00
"DOBBS, CHARLES GLENN",Athletic Officials,05/14/2019,$140.00
"DOBBS, CHARLES GLENN",Athletic Officials,05/23/2019,$270.00
"DOBBS, CHARLES GLENN",Athletic Officials,05/30/2019,$140.00
DODGE LEGAL GROUP PC,Other Contracted Svces/Labor,05/14/2019,"$3,000.00"
DOMINO'S PIZZA,Clubs,05/21/2019,$92.01
DOMINO'S PIZZA,Clubs,05/21/2019,$68.01
DON CAMERON & ASSOCIATES LLC,Consultant,05/07/2019,"$1,000.00"
DOOR SYSTEMS OF TEXAS LLC,Departmental Supplies,05/14/2019,$60.00
DORMAKABA USA INC,Repairs-Buildings,05/14/2019,"$2,105.36"
DORMAKABA USA INC,Repairs-Buildings,05/21/2019,"$1,025.00"
DORMAKABA USA INC,Repairs-Buildings,05/30/2019,$346.00
DOUBLE M PLUMBING INC,Other Contracted Svces/Labor,05/30/2019,"$1,525.00"
DOWNTOWN BUSINESS NEWS,Advertising,05/14/2019,"$2,000.00"
DOWNTOWN DALLAS INC,Memberships,05/14/2019,"$55,000.00"
DR DELPHINIUM DESIGNS & EVENTS,Miscellaneous,05/14/2019,$199.90
DR DELPHINIUM DESIGNS & EVENTS,Miscellaneous,05/14/2019,$264.95
DR DELPHINIUM DESIGNS & EVENTS,Miscellaneous,05/14/2019,$149.90
DR DELPHINIUM DESIGNS & EVENTS,Miscellaneous,05/14/2019,$94.95
DR DELPHINIUM DESIGNS & EVENTS,Miscellaneous,05/14/2019,$179.95
DR DELPHINIUM DESIGNS & EVENTS,Official Functions,05/14/2019,"$2,094.95"
DUNBAR ARMORED INC,Office Supplies,05/09/2019,$73.65
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$228.95
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$488.21
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$488.21
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$316.63
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$488.21
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$488.21
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$316.63
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$488.21
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$488.21
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$488.21
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$488.21
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$488.21
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$466.02
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$332.82
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$332.85
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$266.28
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$355.04
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$355.04
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$355.04
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$243.55
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$178.07
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$355.04
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$355.04
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$178.07
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$243.55
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$355.04
DUNBAR ARMORED INC,Other Contracted Svces/Labor,05/23/2019,$355.04
DWAYNE PHILLIPS,Athletic Officials,05/14/2019,$140.00
